Date,Ticker,Momentum,MeanReversion,Volatility,VolumeSpike,RSI,ReturnSkewness
2022-03-02,AAPL,-0.04488742996508366,0.5377394751451388,0.015736255843664348,0.012919190970948013,36.05048308317587,1.5691914479177491
2022-03-02,ADBE,-0.12090001521380866,0.3081186060464526,0.02919034302123775,0.053701345592792424,32.809837828776196,0.3717862541183106
2022-03-02,AMZN,0.005681519428998083,0.3066660125389107,0.040696018518282695,0.060465737292971035,38.13223202082759,1.5894816640889107
2022-03-02,BAC,-0.0805284139335094,1.581063469855707,0.020312889236804195,0.06763549310807071,22.382673916107606,0.24245263992059118
2022-03-02,BRK-B,0.03083202782780181,-1.6949475191998484,0.013221253209830721,0.06134284862924999,51.39938639577338,0.5334100592172659
2022-03-02,GOOGL,-0.022321938266028685,0.3680796355234836,0.02647521758435187,-0.007994665705474958,38.2559673602042,0.7467871448136286
2022-03-02,HD,-0.11209671748747319,0.740765371090914,0.024102903051298908,0.11514815193735743,27.55394444900317,-1.277118814030556
2022-03-02,JNJ,-0.022086777027890192,0.0713275182565475,0.014669358334265555,0.026726504919121548,42.14085350924633,2.054293317982042
2022-03-02,JPM,-0.07853128443067936,1.9162449309233829,0.01959675841014488,0.09782280102596988,26.116906483096287,-0.6774419884670706
2022-03-02,KO,0.030878461786565614,-1.1957658224613645,0.013700824982477995,0.014156380413599057,57.38576809494075,0.9165293585477458
2022-03-02,MA,-0.12235393522433591,2.1715428188149475,0.017490611696796148,0.0436902888696722,26.670831119993892,1.7626512812903679
2022-03-02,META,-0.34761756054763004,0.5119602011216273,0.06390937214889154,0.15466159523512463,31.591932780256514,-3.748252065748419
2022-03-02,MSFT,-0.02574561197177505,-0.3108017251833339,0.022263083898063595,0.011317164873001495,42.45968523409998,0.06000780383465971
2022-03-02,NVDA,-0.016798275518706163,0.2875066580310994,0.04495184938699383,0.005930620349956656,40.52750494814028,0.34516581853972583
2022-03-02,PFE,-0.1011871828434242,0.7697280485013025,0.018958055723953746,0.0688695173588092,33.67964691182013,0.5431598440265208
2022-03-02,PG,-0.037248244488887416,1.349498154079463,0.015366502178754711,0.047604530636011076,39.22070553908292,1.1095788445034684
2022-03-02,TSLA,-0.05515166392983384,-0.09239860767270343,0.03802136049434283,0.024688134949701002,43.836203591761276,0.1651163255367183
2022-03-02,UNH,0.03622910081603892,-0.7130649648494191,0.016864884303116796,0.027278963714591348,42.33738153337576,0.12113912635031959
2022-03-02,V,-0.10131187870305336,2.090577604242082,0.01331790393795404,0.007580187174189052,20.181453167676395,2.7911638701119332
2022-03-02,XOM,0.007333167449321554,-1.2953901205164549,0.014849857920729542,0.03211870922646505,55.791062813540655,0.9396460294190215
2022-03-03,AAPL,-0.05344784295419258,0.5337088452489552,0.015586627453334589,0.011762325370860926,40.50303343158544,1.5869795124692936
2022-03-03,ADBE,-0.1388321607135763,0.6581674124885042,0.029518009665667835,0.04894004836253346,36.43363542196566,0.41516012547087333
2022-03-03,AMZN,-0.01801978229967338,1.0347701952102735,0.04118002317534575,0.05560235808374803,36.277591341372954,1.6205032038934182
2022-03-03,BAC,-0.08940623582990403,1.5811532009473404,0.020354165868164614,0.05104454612111735,21.923124655318148,0.277679209562527
2022-03-03,BRK-B,0.02546928653131153,-2.250288353163139,0.012926042739243276,0.059043549955176,58.46745483449851,0.4750534306052499
2022-03-03,GOOGL,-0.09527360784951944,0.42751319388194026,0.019509410612117768,-0.045428604172184986,41.445156923535166,0.7661506307153799
2022-03-03,HD,-0.1321010461968406,0.8045671674914631,0.023678538425382385,0.09297229738484486,29.82267789895296,-1.2760725411703142
2022-03-03,JNJ,-0.018570952835692323,-0.6520465554436299,0.014848279269733658,0.03543680673384545,50.25018972646754,1.9187104141182025
2022-03-03,JPM,-0.07769786358207986,1.8007216501590473,0.019587884309931105,0.09804846605570867,25.874289257111982,-0.6703000806684684
2022-03-03,KO,0.021085292784335463,-1.1287295601757696,0.013549983197608965,0.027019833693101392,55.98239101729503,0.9318693526884312
2022-03-03,MA,-0.14054204934015535,2.123684543876402,0.016954900118668854,0.031121402038005834,28.032107143880452,1.8004348162153987
2022-03-03,META,-0.37160986158225207,1.075877716814558,0.06348770088367918,0.0387763284757461,31.013620891675785,-3.7575145055344032
2022-03-03,MSFT,-0.05400387218874747,0.15134527358037891,0.022102153547359168,0.009433964156806357,45.46002301016169,0.09906986084432204
